file_name,file_path,row_count,column_count,columns,file_size_mb,inspected_at
supplier_product_updates_2026-05-24.csv,G:\retail-analytics-data-platform\data\raw\suppliers\supplier_product_updates_2026-05-24.csv,10,10,"supplier_id, supplier_name, product_id, supplier_product_code, updated_price, currency, stock_status, valid_from, last_updated_at, comments",0.0,2026-05-28T19:30:01.485284+00:00
