rule_id,source_file,column_name,rule_type,severity,status,failed_count,total_count,failure_percentage,message,checked_at
DQ_FILE_EXISTS_olist_customers_dataset.csv,olist_customers_dataset.csv,,file_exists,error,PASS,0,1,0.0,Expected file exists,2026-05-23T16:26:59.481161+00:00
DQ_FILE_EXISTS_olist_geolocation_dataset.csv,olist_geolocation_dataset.csv,,file_exists,error,PASS,0,1,0.0,Expected file exists,2026-05-23T16:26:59.481161+00:00
DQ_FILE_EXISTS_olist_order_items_dataset.csv,olist_order_items_dataset.csv,,file_exists,error,PASS,0,1,0.0,Expected file exists,2026-05-23T16:26:59.481161+00:00
DQ_FILE_EXISTS_olist_order_reviews_dataset.csv,olist_order_reviews_dataset.csv,,file_exists,error,PASS,0,1,0.0,Expected file exists,2026-05-23T16:26:59.481161+00:00
DQ_FILE_EXISTS_olist_orders_dataset.csv,olist_orders_dataset.csv,,file_exists,error,PASS,0,1,0.0,Expected file exists,2026-05-23T16:26:59.481161+00:00
DQ_FILE_EXISTS_olist_products_dataset.csv,olist_products_dataset.csv,,file_exists,error,PASS,0,1,0.0,Expected file exists,2026-05-23T16:26:59.481161+00:00
DQ_FILE_EXISTS_olist_sellers_dataset.csv,olist_sellers_dataset.csv,,file_exists,error,PASS,0,1,0.0,Expected file exists,2026-05-23T16:26:59.481161+00:00
DQ_FILE_EXISTS_product_category_name_translation.csv,product_category_name_translation.csv,,file_exists,error,PASS,0,1,0.0,Expected file exists,2026-05-23T16:26:59.481161+00:00
DQ_REQUIRED_COLUMN_olist_customers_dataset.csv_customer_id,olist_customers_dataset.csv,customer_id,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:26:59.641558+00:00
DQ_REQUIRED_COLUMN_olist_customers_dataset.csv_customer_unique_id,olist_customers_dataset.csv,customer_unique_id,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:26:59.641558+00:00
DQ_REQUIRED_COLUMN_olist_customers_dataset.csv_customer_zip_code_prefix,olist_customers_dataset.csv,customer_zip_code_prefix,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:26:59.641558+00:00
DQ_REQUIRED_COLUMN_olist_customers_dataset.csv_customer_city,olist_customers_dataset.csv,customer_city,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:26:59.641558+00:00
DQ_REQUIRED_COLUMN_olist_customers_dataset.csv_customer_state,olist_customers_dataset.csv,customer_state,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:26:59.641558+00:00
DQ_NOT_NULL_003,olist_customers_dataset.csv,customer_id,not_null,error,PASS,0,99441,0.0,Column has no null values,2026-05-23T16:26:59.644563+00:00
DQ_REQUIRED_COLUMN_olist_geolocation_dataset.csv_geolocation_zip_code_prefix,olist_geolocation_dataset.csv,geolocation_zip_code_prefix,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:27:00.274200+00:00
DQ_REQUIRED_COLUMN_olist_geolocation_dataset.csv_geolocation_lat,olist_geolocation_dataset.csv,geolocation_lat,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:27:00.274200+00:00
DQ_REQUIRED_COLUMN_olist_geolocation_dataset.csv_geolocation_lng,olist_geolocation_dataset.csv,geolocation_lng,required_column_exists,error,PASS,0,1,0.0,Required column exists,2026-05-23T16:27:00.274200+00:00
